date,market_demand,ontario_demand,year,month,weekday,Day,temp_max,temp_max_flag,temp_min,temp_min_flag,temp_mean,temp_mean_flag,heat_deg_days,heat_deg_days_flag,cool_deg_days,cool_deg_days_flag,total_rain_mm,total_rain_mm_flag,total_snow_cm,total_snow_cm_flag,total_precip_mm,total_precip_mm_flag,snow_on_ground_cm,snow_on_ground_cm_flag,dir_of_max_gust_10sdeg,dir_of_max_gust_10sdeg_flag,spd_of_max_gust_kmh,spd_of_max_gust_kmh_flag,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,walking,transit
2015-05-24,370715.0,312127.0,2015.0,5.0,Sunday,24,25.4,,10.5,,18.0,,0.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-25,426267.0,367349.0,2015.0,5.0,Monday,25,25.1,,16.4,,20.8,,0.0,,2.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-26,462006.0,394895.0,2015.0,5.0,Tuesday,26,27.0,,17.9,,22.5,,0.0,,4.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-27,453737.0,391460.0,2015.0,5.0,Wednesday,27,25.4,,15.9,,20.7,,0.0,,2.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-28,427779.0,376705.0,2015.0,5.0,Thursday,28,25.8,,15.7,,20.8,,0.0,,2.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-29,434267.0,371408.0,2015.0,5.0,Friday,29,23.7,,16.1,,19.9,,0.0,,1.9,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-30,420708.0,349550.0,2015.0,5.0,Saturday,30,28.0,,11.9,,20.0,,0.0,,2.0,,,M,,M,22.5,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-31,388507.0,306227.0,2015.0,5.0,Sunday,31,11.9,,7.4,,9.7,,8.3,,0.0,,,M,,M,20.5,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-01,412719.0,341148.0,2015.0,6.0,Monday,1,15.0,,9.5,,12.3,,5.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-02,405066.0,343860.0,2015.0,6.0,Tuesday,2,18.1,,10.0,,14.1,,3.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-03,399076.0,339476.0,2015.0,6.0,Wednesday,3,17.9,,10.3,,14.1,,3.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-04,416602.0,354225.0,2015.0,6.0,Thursday,4,22.0,,11.9,,17.0,,1.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-05,423466.0,364099.0,2015.0,6.0,Friday,5,24.5,,13.5,,19.0,,0.0,,1.0,,,M,,M,20.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-06,384101.0,310943.0,2015.0,6.0,Saturday,6,16.6,,11.0,,13.8,,4.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-07,389695.0,309596.0,2015.0,6.0,Sunday,7,19.5,,10.1,,14.8,,3.2,,0.0,,,M,,M,2.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-08,424992.0,368884.0,2015.0,6.0,Monday,8,22.8,,16.4,,19.6,,0.0,,1.6,,,M,,M,33.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-09,418876.0,366664.0,2015.0,6.0,Tuesday,9,23.0,,14.9,,19.0,,0.0,,1.0,,,M,,M,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-10,432962.0,369292.0,2015.0,6.0,Wednesday,10,27.4,,13.5,,20.5,,0.0,,2.5,,,M,,M,24.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-11,426204.0,367912.0,2015.0,6.0,Thursday,11,23.7,,13.3,,18.5,,0.0,,0.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-12,420842.0,360940.0,2015.0,6.0,Friday,12,18.6,,14.9,,16.8,,1.2,,0.0,,,M,,M,4.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-13,395093.0,325620.0,2015.0,6.0,Saturday,13,22.3,,15.2,,18.8,,0.0,,0.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-14,399529.0,328284.0,2015.0,6.0,Sunday,14,19.0,,15.7,,17.4,,0.6,,0.0,,,M,,M,2.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-15,442011.0,387230.0,2015.0,6.0,Monday,15,24.8,,15.8,,20.3,,0.0,,2.3,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-16,438532.0,390769.0,2015.0,6.0,Tuesday,16,27.2,,17.6,,22.4,,0.0,,4.4,,,M,,M,23.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-17,408794.0,362700.0,2015.0,6.0,Wednesday,17,20.9,,15.7,,18.3,,0.0,,0.3,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-18,430055.0,379325.0,2015.0,6.0,Thursday,18,26.5,,14.4,,20.5,,0.0,,2.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-19,417148.0,353698.0,2015.0,6.0,Friday,19,19.8,,15.2,,17.5,,0.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-20,396422.0,326042.0,2015.0,6.0,Saturday,20,22.0,,13.0,,17.5,,0.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-21,414382.0,348685.0,2015.0,6.0,Sunday,21,28.5,,16.6,,22.6,,0.0,,4.6,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-22,451319.0,390785.0,2015.0,6.0,Monday,22,26.6,,17.3,,22.0,,0.0,,4.0,,,M,,M,20.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-23,451411.0,386748.0,2015.0,6.0,Tuesday,23,26.7,,16.5,,21.6,,0.0,,3.6,,,M,,M,1.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-24,430160.0,374421.0,2015.0,6.0,Wednesday,24,24.6,,14.4,,19.5,,0.0,,1.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-25,426736.0,376297.0,2015.0,6.0,Thursday,25,23.0,,17.4,,20.2,,0.0,,2.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-26,417201.0,363109.0,2015.0,6.0,Friday,26,22.7,,15.7,,19.2,,0.0,,1.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-27,402866.0,320903.0,2015.0,6.0,Saturday,27,19.6,,12.8,,16.2,,1.8,,0.0,,,M,,M,32.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-28,377821.0,308132.0,2015.0,6.0,Sunday,28,15.5,,12.2,,13.9,,4.1,,0.0,,,M,,M,16.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-29,403254.0,350049.0,2015.0,6.0,Monday,29,24.2,,14.3,,19.3,,0.0,,1.3,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-06-30,415401.0,354480.0,2015.0,6.0,Tuesday,30,19.3,,15.6,,17.5,,0.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-01,401421.0,328614.0,2015.0,7.0,Wednesday,1,24.1,,14.8,,19.5,,0.0,,1.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-02,409664.0,342214.0,2015.0,7.0,Thursday,2,21.1,,14.0,,17.6,,0.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-03,401906.0,333525.0,2015.0,7.0,Friday,3,22.8,,11.4,,17.1,,0.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-04,389028.0,327928.0,2015.0,7.0,Saturday,4,24.0,,13.3,,18.7,,0.0,,0.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-05,406423.0,345084.0,2015.0,7.0,Sunday,5,26.7,,15.7,,21.2,,0.0,,3.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-06,462238.0,404712.0,2015.0,7.0,Monday,6,26.4,,17.7,,22.1,,0.0,,4.1,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-07,471459.0,407043.0,2015.0,7.0,Tuesday,7,28.1,,16.9,,22.5,,0.0,,4.5,,,M,,M,10.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-08,429691.0,366612.0,2015.0,7.0,Wednesday,8,21.1,,14.7,,17.9,,0.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-09,432875.0,370255.0,2015.0,7.0,Thursday,9,22.5,,15.7,,19.1,,0.0,,1.1,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-10,434877.0,377960.0,2015.0,7.0,Friday,10,25.8,,13.6,,19.7,,0.0,,1.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-11,426183.0,366621.0,2015.0,7.0,Saturday,11,28.0,,16.8,,22.4,,0.0,,4.4,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-12,432744.0,374151.0,2015.0,7.0,Sunday,12,28.1,,19.0,,23.6,,0.0,,5.6,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-13,481156.0,419458.0,2015.0,7.0,Monday,13,28.1,,19.3,,23.7,,0.0,,5.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-14,476188.0,413396.0,2015.0,7.0,Tuesday,14,25.3,,16.0,,20.7,,0.0,,2.7,,,M,,M,0.9,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-15,428516.0,360723.0,2015.0,7.0,Wednesday,15,22.1,,12.6,,17.4,,0.6,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-16,423235.0,366934.0,2015.0,7.0,Thursday,16,22.6,,14.8,,18.7,,0.0,,0.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-17,428545.0,371068.0,2015.0,7.0,Friday,17,20.7,,17.1,,18.9,,0.0,,0.9,,,M,,M,5.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-18,437823.0,395000.0,2015.0,7.0,Saturday,18,29.1,,19.4,,24.3,,0.0,,6.3,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-19,463800.0,414131.0,2015.0,7.0,Sunday,19,30.3,,20.4,,25.4,,0.0,,7.4,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-20,485547.0,419601.0,2015.0,7.0,Monday,20,28.4,,18.1,,23.3,,0.0,,5.3,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-21,459493.0,401581.0,2015.0,7.0,Tuesday,21,26.7,,18.8,,22.8,,0.0,,4.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-22,434593.0,379088.0,2015.0,7.0,Wednesday,22,25.7,,15.3,,20.5,,0.0,,2.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-23,432628.0,383557.0,2015.0,7.0,Thursday,23,26.8,,14.5,,20.7,,0.0,,2.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-24,448382.0,398567.0,2015.0,7.0,Friday,24,28.1,,14.7,,21.4,,0.0,,3.4,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-25,438182.0,392795.0,2015.0,7.0,Saturday,25,29.0,,20.6,,24.8,,0.0,,6.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-26,445689.0,396899.0,2015.0,7.0,Sunday,26,29.6,,19.2,,24.4,,0.0,,6.4,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-27,492164.0,448398.0,2015.0,7.0,Monday,27,31.4,,20.2,,25.8,,0.0,,7.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-28,499687.0,462151.0,2015.0,7.0,Tuesday,28,31.8,,20.4,,26.1,,0.0,,8.1,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-29,512770.0,468364.0,2015.0,7.0,Wednesday,29,32.2,,21.9,,27.1,,0.0,,9.1,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-30,495023.0,449887.0,2015.0,7.0,Thursday,30,30.8,,21.2,,26.0,,0.0,,8.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-07-31,470249.0,418749.0,2015.0,7.0,Friday,31,30.9,,18.2,,24.6,,0.0,,6.6,,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-01,418690.0,363264.0,2015.0,8.0,Saturday,1,27.7,,17.8,,22.8,,0.0,,4.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-02,414431.0,354346.0,2015.0,8.0,Sunday,2,28.1,E,17.0,E,22.6,E,0.0,E,4.6,E,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-03,427833.0,358192.0,2015.0,8.0,Monday,3,27.3,,15.8,,21.6,,0.0,,3.6,,,M,,M,1.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-04,443197.0,383169.0,2015.0,8.0,Tuesday,4,25.9,,16.6,,21.3,,0.0,,3.3,,,M,,M,3.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-05,418316.0,371790.0,2015.0,8.0,Wednesday,5,23.8,,15.2,,19.5,,0.0,,1.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-06,413801.0,371562.0,2015.0,8.0,Thursday,6,23.6,,13.9,,18.8,,0.0,,0.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-07,419059.0,373703.0,2015.0,8.0,Friday,7,24.1,,16.8,,20.5,,0.0,,2.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-08,385345.0,339091.0,2015.0,8.0,Saturday,8,23.1,,17.1,,20.1,,0.0,,2.1,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-09,388437.0,339747.0,2015.0,8.0,Sunday,9,24.3,,15.5,,19.9,,0.0,,1.9,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-10,430564.0,381345.0,2015.0,8.0,Monday,10,22.9,,16.7,,19.8,,0.0,,1.8,,,M,,M,14.1,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-11,435160.0,389258.0,2015.0,8.0,Tuesday,11,26.2,,17.9,,22.1,,0.0,,4.1,,,M,,M,1.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-12,423527.0,369057.0,2015.0,8.0,Wednesday,12,23.5,,15.6,,19.6,,0.0,,1.6,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-13,436150.0,380190.0,2015.0,8.0,Thursday,13,25.2,,13.2,,19.2,,0.0,,1.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-14,454724.0,403684.0,2015.0,8.0,Friday,14,24.8,,19.8,,22.3,,0.0,,4.3,,,M,,M,3.5,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-15,458985.0,399237.0,2015.0,8.0,Saturday,15,28.1,,19.9,,24.0,,0.0,,6.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-16,464372.0,409062.0,2015.0,8.0,Sunday,16,30.1,,19.7,,24.9,,0.0,,6.9,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-17,504173.0,459798.0,2015.0,8.0,Monday,17,31.6,,20.9,,26.3,,0.0,,8.3,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-18,493073.0,444344.0,2015.0,8.0,Tuesday,18,26.4,,20.8,,23.6,,0.0,,5.6,,,M,,M,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-19,498692.0,447079.0,2015.0,8.0,Wednesday,19,29.1,,21.4,,25.3,,0.0,,7.3,,,M,,M,2.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-20,476675.0,425935.0,2015.0,8.0,Thursday,20,25.9,,18.9,,22.4,,0.0,,4.4,,,M,,M,5.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-21,431831.0,373063.0,2015.0,8.0,Friday,21,23.0,,15.3,,19.2,,0.0,,1.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-22,405016.0,345041.0,2015.0,8.0,Saturday,22,23.8,,14.0,,18.9,,0.0,,0.9,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-23,417676.0,347208.0,2015.0,8.0,Sunday,23,24.4,,15.9,,20.2,,0.0,,2.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-24,445416.0,382082.0,2015.0,8.0,Monday,24,23.8,,16.8,,20.3,,0.0,,2.3,,,M,,M,1.1,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-25,430599.0,367982.0,2015.0,8.0,Tuesday,25,20.5,,15.7,,18.1,,0.0,,0.1,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-26,416778.0,364856.0,2015.0,8.0,Wednesday,26,20.7,,15.6,,18.2,,0.0,,0.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-27,418597.0,362996.0,2015.0,8.0,Thursday,27,20.1,,14.2,,17.2,,0.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-28,421315.0,359811.0,2015.0,8.0,Friday,28,23.4,,12.9,,18.2,,0.0,,0.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-29,404785.0,343700.0,2015.0,8.0,Saturday,29,25.1,,15.6,,20.4,,0.0,,2.4,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-30,421240.0,360055.0,2015.0,8.0,Sunday,30,25.9,,19.6,,22.8,,0.0,,4.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-08-31,481338.0,426452.0,2015.0,8.0,Monday,31,30.0,,18.9,,24.5,,0.0,,6.5,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-01,481813.0,436117.0,2015.0,9.0,Tuesday,1,28.6,,18.7,,23.7,,0.0,,5.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-02,494541.0,454762.0,2015.0,9.0,Wednesday,2,31.5,,20.4,,26.0,,0.0,,8.0,,,M,,M,1.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-03,486014.0,456105.0,2015.0,9.0,Thursday,3,29.3,,23.0,,26.2,,0.0,,8.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-04,467869.0,421487.0,2015.0,9.0,Friday,4,26.9,,21.6,,24.3,,0.0,,6.3,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-05,448095.0,399724.0,2015.0,9.0,Saturday,5,29.9,,20.1,,25.0,,0.0,,7.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-06,450356.0,409630.0,2015.0,9.0,Sunday,6,30.2,,21.3,,25.8,,0.0,,7.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-07,483701.0,434073.0,2015.0,9.0,Monday,7,32.8,,21.5,,27.2,,0.0,,9.2,,,M,,M,0.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-08,500237.0,458556.0,2015.0,9.0,Tuesday,8,29.3,,22.5,,25.9,,0.0,,7.9,,,M,,M,7.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-09,471229.0,419603.0,2015.0,9.0,Wednesday,9,25.1,,17.1,,21.1,,0.0,,3.1,,,M,,M,8.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-10,421277.0,378682.0,2015.0,9.0,Thursday,10,23.5,,14.3,,18.9,,0.0,,0.9,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-11,390051.0,363537.0,2015.0,9.0,Friday,11,23.6,,13.1,,18.4,,0.0,,0.4,,,M,,M,3.9,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-12,356989.0,322366.0,2015.0,9.0,Saturday,12,16.4,,11.4,,13.9,,4.1,,0.0,,,M,,M,16.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-13,343597.0,315185.0,2015.0,9.0,Sunday,13,15.7,,10.4,,13.1,,4.9,,0.0,,,M,,M,2.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-14,371300.0,347968.0,2015.0,9.0,Monday,14,23.7,,9.4,,16.6,,1.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-15,389812.0,372200.0,2015.0,9.0,Tuesday,15,26.8,,13.5,,20.2,,0.0,,2.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-16,411093.0,395204.0,2015.0,9.0,Wednesday,16,27.7,,16.4,,22.1,,0.0,,4.1,,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-17,422416.0,401848.0,2015.0,9.0,Thursday,17,27.5,,16.8,,22.2,,0.0,,4.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-18,418039.0,389300.0,2015.0,9.0,Friday,18,26.3,,17.3,,21.8,,0.0,,3.8,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-19,386584.0,348741.0,2015.0,9.0,Saturday,19,24.2,,13.0,,18.6,,0.0,,0.6,,,M,,M,5.1,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-20,350335.0,311171.0,2015.0,9.0,Sunday,20,18.1,,10.5,,14.3,,3.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-21,380902.0,348152.0,2015.0,9.0,Monday,21,20.6,,12.5,,16.6,,1.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-22,387849.0,358796.0,2015.0,9.0,Tuesday,22,22.4,,12.0,,17.2,,0.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-23,391207.0,363316.0,2015.0,9.0,Wednesday,23,24.0,,13.8,,18.9,,0.0,,0.9,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-24,399276.0,369113.0,2015.0,9.0,Thursday,24,22.0,,16.5,,19.3,,0.0,,1.3,,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-25,384261.0,356242.0,2015.0,9.0,Friday,25,20.7,,14.6,,17.7,,0.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-26,357369.0,320260.0,2015.0,9.0,Saturday,26,19.1,,12.2,,15.7,,2.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-27,356386.0,319942.0,2015.0,9.0,Sunday,27,21.4,,15.0,,18.2,,0.0,,0.2,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-28,408795.0,373357.0,2015.0,9.0,Monday,28,21.5,,18.1,,19.8,,0.0,,1.8,,,M,,M,2.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-29,416450.0,371997.0,2015.0,9.0,Tuesday,29,21.3,,13.6,,17.5,,0.5,,0.0,,,M,,M,12.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-09-30,392528.0,344467.0,2015.0,9.0,Wednesday,30,18.8,,9.0,,13.9,,4.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-01,379793.0,335591.0,2015.0,10.0,Thursday,1,15.1,,5.8,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-02,376912.0,339395.0,2015.0,10.0,Friday,2,12.3,,5.8,,9.1,,8.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-03,376715.0,325370.0,2015.0,10.0,Saturday,3,12.5,,7.6,,10.1,,7.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-04,364384.0,325081.0,2015.0,10.0,Sunday,4,14.2,,10.5,,12.4,,5.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-05,393457.0,356984.0,2015.0,10.0,Monday,5,14.8,,11.2,,13.0,,5.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-06,397049.0,358719.0,2015.0,10.0,Tuesday,6,16.9,,11.5,,14.2,,3.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-07,396228.0,352322.0,2015.0,10.0,Wednesday,7,21.1,,10.6,,15.9,,2.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-08,397592.0,351436.0,2015.0,10.0,Thursday,8,14.1,,9.3,,11.7,,6.3,,0.0,,,M,,M,7.5,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-09,401852.0,352666.0,2015.0,10.0,Friday,9,16.8,,7.5,,12.2,,5.8,,0.0,,,M,,M,0.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-10,362013.0,316822.0,2015.0,10.0,Saturday,10,14.6,,6.7,,10.7,,7.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-11,350049.0,299659.0,2015.0,10.0,Sunday,11,22.6,,11.6,,17.1,,0.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-12,361066.0,301524.0,2015.0,10.0,Monday,12,21.5,,14.8,,18.2,,0.0,,0.2,,,M,,M,1.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-13,395852.0,344551.0,2015.0,10.0,Tuesday,13,18.0,,11.8,,14.9,,3.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-14,395441.0,347361.0,2015.0,10.0,Wednesday,14,13.0,,7.2,,10.1,,7.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-15,396575.0,351562.0,2015.0,10.0,Thursday,15,18.3,,6.9,,12.6,,5.4,,0.0,,,M,,M,2.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-10-16,394009.0,353068.0,2015.0,10.0,Friday,16,13.3,,2.8,,8.1,,9.9,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
