date,market_demand,ontario_demand,year,month,weekday,Day,temp_max,temp_max_flag,temp_min,temp_min_flag,temp_mean,temp_mean_flag,heat_deg_days,heat_deg_days_flag,cool_deg_days,cool_deg_days_flag,total_rain_mm,total_rain_mm_flag,total_snow_cm,total_snow_cm_flag,total_precip_mm,total_precip_mm_flag,snow_on_ground_cm,snow_on_ground_cm_flag,dir_of_max_gust_10sdeg,dir_of_max_gust_10sdeg_flag,spd_of_max_gust_kmh,spd_of_max_gust_kmh_flag,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,walking,transit
2016-10-24,410266.0,346134.0,2016.0,10.0,Monday,24,10.6,,5.9,,8.3,,9.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-10-25,416804.0,355605.0,2016.0,10.0,Tuesday,25,8.5,,4.0,,6.3,,11.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-10-26,425926.0,363758.0,2016.0,10.0,Wednesday,26,6.2,,0.9,,3.6,,14.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-10-27,438621.0,380759.0,2016.0,10.0,Thursday,27,6.6,,1.0,,3.8,,14.2,,0.0,,,M,,M,9.6,,,,,M,,M,,,,,,,,,,,,,,,,
2016-10-28,430103.0,362878.0,2016.0,10.0,Friday,28,10.7,,1.1,,5.9,,12.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-10-29,403473.0,328745.0,2016.0,10.0,Saturday,29,19.8,,10.7,,15.3,,2.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-10-30,398667.0,329627.0,2016.0,10.0,Sunday,30,12.0,,2.8,,7.4,,10.6,,0.0,,,M,,M,0.6,,,,,M,,M,,,,,,,,,,,,,,,,
2016-10-31,416261.0,357247.0,2016.0,10.0,Monday,31,9.5,,2.0,,5.8,,12.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-01,408385.0,355398.0,2016.0,11.0,Tuesday,1,17.9,,7.0,,12.5,,5.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-02,406288.0,356457.0,2016.0,11.0,Wednesday,2,19.4,,12.5,,16.0,,2.0,,0.0,,,M,,M,4.2,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-03,407806.0,355925.0,2016.0,11.0,Thursday,3,14.4,,7.1,,10.8,,7.2,,0.0,,,M,,M,21.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-04,400407.0,348446.0,2016.0,11.0,Friday,4,12.1,,4.3,,8.2,,9.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-05,375926.0,321890.0,2016.0,11.0,Saturday,5,16.1,,7.3,,11.7,,6.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-06,369572.0,315171.0,2016.0,11.0,Sunday,6,12.4,,6.3,,9.4,,8.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-07,402427.0,347374.0,2016.0,11.0,Monday,7,15.6,,5.3,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-08,407834.0,352023.0,2016.0,11.0,Tuesday,8,15.8,,6.5,,11.2,,6.8,,0.0,,,M,,M,0.8,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-09,409515.0,354967.0,2016.0,11.0,Wednesday,9,,M,7.0,E,,M,,M,,M,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-10,415917.0,352433.0,2016.0,11.0,Thursday,10,16.5,,1.9,,9.2,,8.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-11,416535.0,349861.0,2016.0,11.0,Friday,11,13.0,,0.6,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-12,396021.0,332166.0,2016.0,11.0,Saturday,12,10.1,,-0.7,,4.7,,13.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-13,380365.0,314003.0,2016.0,11.0,Sunday,13,12.5,,3.1,,7.8,,10.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-14,404914.0,347894.0,2016.0,11.0,Monday,14,12.8,,5.2,,9.0,,9.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-15,410586.0,358722.0,2016.0,11.0,Tuesday,15,12.8,,5.0,,8.9,,9.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-16,412964.0,364408.0,2016.0,11.0,Wednesday,16,13.8,,6.5,,10.2,,7.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-17,410542.0,359998.0,2016.0,11.0,Thursday,17,11.5,,4.7,,8.1,,9.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-18,405832.0,347602.0,2016.0,11.0,Friday,18,17.6,,7.3,,12.5,,5.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-19,402967.0,335862.0,2016.0,11.0,Saturday,19,15.2,,1.2,,8.2,,9.8,,0.0,,,M,,M,3.3,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-20,423158.0,353236.0,2016.0,11.0,Sunday,20,2.7,,-2.6,,0.1,,17.9,,0.0,,,M,,M,2.6,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-21,448670.0,390970.0,2016.0,11.0,Monday,21,1.4,,-2.5,,-0.6,,18.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-22,440284.0,393663.0,2016.0,11.0,Tuesday,22,2.9,,-2.0,,0.5,,17.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-23,443135.0,398763.0,2016.0,11.0,Wednesday,23,2.3,,-2.0,,0.2,,17.8,,0.0,,,M,,M,2.1,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-24,435401.0,395977.0,2016.0,11.0,Thursday,24,4.4,,2.3,,3.4,,14.6,,0.0,,,M,,M,2.2,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-25,425890.0,381568.0,2016.0,11.0,Friday,25,7.9,,3.7,,5.8,,12.2,,0.0,,,M,,M,1.4,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-26,416545.0,353508.0,2016.0,11.0,Saturday,26,7.3,,3.2,,5.3,,12.7,,0.0,,,M,,M,4.7,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-27,410822.0,346320.0,2016.0,11.0,Sunday,27,8.3,,3.5,,5.9,,12.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-28,432144.0,372238.0,2016.0,11.0,Monday,28,8.1,,4.8,,6.5,,11.5,,0.0,,,M,,M,0.5,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-29,428532.0,368773.0,2016.0,11.0,Tuesday,29,13.2,,6.4,,9.8,,8.2,,0.0,,,M,,M,2.3,,,,,M,,M,,,,,,,,,,,,,,,,
2016-11-30,426211.0,372020.0,2016.0,11.0,Wednesday,30,12.5,,8.0,,10.3,,7.7,,0.0,,,M,,M,6.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-01,429396.0,369847.0,2016.0,12.0,Thursday,1,8.4,,4.8,,6.6,,11.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-02,436052.0,373154.0,2016.0,12.0,Friday,2,6.7,,2.7,,4.7,,13.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-03,422331.0,356267.0,2016.0,12.0,Saturday,3,6.7,,1.3,,4.0,,14.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-04,414689.0,354295.0,2016.0,12.0,Sunday,4,3.9,,0.7,,2.3,,15.7,,0.0,,,M,,M,2.1,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-05,445309.0,386009.0,2016.0,12.0,Monday,5,6.3,,1.5,,3.9,,14.1,,0.0,,,M,,M,4.6,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-06,440220.0,384907.0,2016.0,12.0,Tuesday,6,6.0,,1.9,,4.0,,14.0,,0.0,,,M,,M,5.2,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-07,436829.0,384770.0,2016.0,12.0,Wednesday,7,3.9,,0.3,,2.1,,15.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-08,440802.0,393312.0,2016.0,12.0,Thursday,8,1.0,,-2.4,,-0.7,,18.7,,0.0,,,M,,M,0.6,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-09,438676.0,398144.0,2016.0,12.0,Friday,9,-0.2,,-6.5,,-3.4,,21.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-10,435350.0,384816.0,2016.0,12.0,Saturday,10,-0.7,,-6.4,,-3.6,,21.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-11,433463.0,387667.0,2016.0,12.0,Sunday,11,0.6,,-4.7,,-2.1,,20.1,,0.0,,,M,,M,12.7,,,,,M,,M,,,,,,,,,,,,,,,,
2016-12-12,450834.0,406123.0,2016.0,12.0,Monday,12,3.3,,-0.7,,1.3,,16.7,,0.0,,,M,,M,4.6,,11.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-13,455671.0,410058.0,2016.0,12.0,Tuesday,13,-0.1,,-5.2,,-2.7,,20.7,,0.0,,,M,,M,0.0,,8.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-14,468986.0,419032.0,2016.0,12.0,Wednesday,14,-4.1,,-9.2,,-6.7,,24.7,,0.0,,,M,,M,0.0,,8.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-15,491079.0,433511.0,2016.0,12.0,Thursday,15,-6.7,,-11.7,,-9.2,,27.2,,0.0,,,M,,M,3.6,,7.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-16,493315.0,431329.0,2016.0,12.0,Friday,16,-4.7,,-9.4,,-7.1,,25.1,,0.0,,,M,,M,3.8,,11.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-17,449862.0,402342.0,2016.0,12.0,Saturday,17,0.5,,-5.7,,-2.6,,20.6,,0.0,,,M,,M,8.7,,22.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-18,448236.0,393445.0,2016.0,12.0,Sunday,18,-0.1,,-10.4,,-5.3,,23.3,,0.0,,,M,,M,1.9,,19.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-19,494823.0,433705.0,2016.0,12.0,Monday,19,-6.3,,-9.1,,-7.7,,25.7,,0.0,,,M,,M,0.0,,18.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-20,483780.0,419361.0,2016.0,12.0,Tuesday,20,1.2,,-7.3,,-3.1,,21.1,,0.0,,,M,,M,0.0,,17.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-21,464958.0,406834.0,2016.0,12.0,Wednesday,21,1.3,,-4.6,,-1.7,,19.7,,0.0,,,M,,M,1.4,,17.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-22,473373.0,399174.0,2016.0,12.0,Thursday,22,4.1,,0.8,,2.5,,15.5,,0.0,,,M,,M,0.2,,18.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-23,451773.0,379099.0,2016.0,12.0,Friday,23,3.7,,-1.1,,1.3,,16.7,,0.0,,,M,,M,0.0,,16.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-24,417634.0,350376.0,2016.0,12.0,Saturday,24,4.7,,1.7,,3.2,,14.8,,0.0,,,M,,M,3.9,,15.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-25,407147.0,329325.0,2016.0,12.0,Sunday,25,3.8,,-2.2,,0.8,,17.2,,0.0,,,M,,M,0.0,,11.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-26,422002.0,345459.0,2016.0,12.0,Monday,26,10.1,,-2.0,,4.1,,13.9,,0.0,,,M,,M,13.9,,7.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-27,421754.0,349744.0,2016.0,12.0,Tuesday,27,8.5,,-2.0,,3.3,,14.7,,0.0,,,M,,M,0.5,,3.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-28,447063.0,370750.0,2016.0,12.0,Wednesday,28,1.5,,-2.4,,-0.5,,18.5,,0.0,,,M,,M,0.0,,3.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-29,454193.0,370212.0,2016.0,12.0,Thursday,29,2.8,,-0.1,,1.4,,16.6,,0.0,,,M,,M,9.0,,4.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-30,449065.0,368597.0,2016.0,12.0,Friday,30,0.9,,-2.3,,-0.7,,18.7,,0.0,,,M,,M,0.7,,5.0,,,M,,M,,,,,,,,,,,,,,,,
2016-12-31,441991.0,356693.0,2016.0,12.0,Saturday,31,,M,-2.3,E,,M,,M,,M,,M,,M,,M,4.0,,,M,,M,,,,,,,,,,,,,,,,
2017-01-01,408826.0,334736.0,2017.0,1.0,Sunday,1,3.1,,-0.5,,1.3,,16.7,,0.0,,,M,,M,0.0,,3.0,,,M,,M,,,,,,,,,,,,,,,,
2017-01-02,428225.0,354759.0,2017.0,1.0,Monday,2,5.5,,0.7,,3.1,,14.9,,0.0,,,M,,M,0.0,,3.0,,,M,,M,,,,,,,,,,,,,,,,
2017-01-03,447343.0,388840.0,2017.0,1.0,Tuesday,3,4.8,,2.4,,3.6,,14.4,,0.0,,,M,,M,11.3,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2017-01-04,462022.0,392245.0,2017.0,1.0,Wednesday,4,3.8,,-7.6,,-1.9,,19.9,,0.0,,,M,,M,0.6,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-05,480292.0,417426.0,2017.0,1.0,Thursday,5,-5.3,,-10.3,,-7.8,,25.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-06,488309.0,418617.0,2017.0,1.0,Friday,6,-5.9,,-11.8,,-8.9,,26.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-07,472120.0,404294.0,2017.0,1.0,Saturday,7,-6.4,,-11.8,,-9.1,,27.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-08,466274.0,401739.0,2017.0,1.0,Sunday,8,-8.2,,-11.1,,-9.7,,27.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-09,479498.0,426317.0,2017.0,1.0,Monday,9,-1.2,,-8.5,,-4.9,,22.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-10,470636.0,411651.0,2017.0,1.0,Tuesday,10,7.1,,-1.7,,2.7,,15.3,,0.0,,,M,,M,18.3,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-11,454050.0,388473.0,2017.0,1.0,Wednesday,11,8.2,,1.9,,5.1,,12.9,,0.0,,,M,,M,4.3,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-12,444731.0,394461.0,2017.0,1.0,Thursday,12,9.8,,-1.0,,4.4,,13.6,,0.0,,,M,,M,15.6,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-13,452880.0,404289.0,2017.0,1.0,Friday,13,-0.6,,-7.8,,-4.2,,22.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-14,435954.0,395764.0,2017.0,1.0,Saturday,14,-2.1,,-8.5,,-5.3,,23.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-15,418456.0,373761.0,2017.0,1.0,Sunday,15,0.5,,-4.4,,-2.0,,20.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-16,442799.0,401271.0,2017.0,1.0,Monday,16,3.7,,-4.0,,-0.2,,18.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-17,452180.0,403868.0,2017.0,1.0,Tuesday,17,2.6,,1.2,,1.9,,16.1,,0.0,,,M,,M,13.5,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-18,440831.0,395315.0,2017.0,1.0,Wednesday,18,4.5,,1.8,,3.2,,14.8,,0.0,,,M,,M,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-19,441177.0,393499.0,2017.0,1.0,Thursday,19,4.2,,2.0,,3.1,,14.9,,0.0,,,M,,M,0.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-01-20,451344.0,389320.0,2017.0,1.0,Friday,20,4.2,,1.9,,3.1,,14.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-21,423809.0,356729.0,2017.0,1.0,Saturday,21,6.7,,3.5,,5.1,,12.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-22,424810.0,349897.0,2017.0,1.0,Sunday,22,5.9,,2.5,,4.2,,13.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-23,452565.0,383653.0,2017.0,1.0,Monday,23,4.4,,1.2,,2.8,,15.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-24,452589.0,394105.0,2017.0,1.0,Tuesday,24,1.9,,0.3,,1.1,,16.9,,0.0,,,M,,M,0.5,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-25,449723.0,390817.0,2017.0,1.0,Wednesday,25,5.5,,1.3,,3.4,,14.6,,0.0,,,M,,M,2.6,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-26,454224.0,385173.0,2017.0,1.0,Thursday,26,4.8,,1.5,,3.2,,14.8,,0.0,,,M,,M,2.2,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-27,452544.0,385982.0,2017.0,1.0,Friday,27,2.1,,-0.3,,0.9,,17.1,,0.0,,,M,,M,0.3,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-28,442202.0,370588.0,2017.0,1.0,Saturday,28,-0.2,,-1.5,,-0.9,,18.9,,0.0,,,M,,M,0.7,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-29,441476.0,373577.0,2017.0,1.0,Sunday,29,-1.0,,-5.9,,-3.5,,21.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-30,462144.0,410684.0,2017.0,1.0,Monday,30,-4.0,,-10.1,,-7.1,,25.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-01-31,457662.0,416155.0,2017.0,1.0,Tuesday,31,-1.6,,-4.7,,-3.2,,21.2,,0.0,,,M,,M,2.2,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-02-01,452394.0,403141.0,2017.0,2.0,Wednesday,1,3.6,,-3.4,,0.1,,17.9,,0.0,,,M,,M,0.0,,3.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-02,459535.0,404864.0,2017.0,2.0,Thursday,2,-1.6,,-5.7,,-3.7,,21.7,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-03,459426.0,408416.0,2017.0,2.0,Friday,3,-3.3,,-8.0,,-5.7,,23.7,,0.0,,,M,,M,0.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-02-04,437127.0,385131.0,2017.0,2.0,Saturday,4,-0.3,,-7.3,,-3.8,,21.8,,0.0,,,M,,M,0.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-02-05,432128.0,375542.0,2017.0,2.0,Sunday,5,1.4,,-2.5,,-0.6,,18.6,,0.0,,,M,,M,0.6,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-06,444820.0,406175.0,2017.0,2.0,Monday,6,2.0,,-3.7,,-0.9,,18.9,,0.0,,,M,,M,0.0,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-07,467943.0,411715.0,2017.0,2.0,Tuesday,7,4.8,,-1.2,,1.8,,16.2,,0.0,,,M,,M,14.9,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-08,456036.0,401079.0,2017.0,2.0,Wednesday,8,4.4,,-7.1,,-1.4,,19.4,,0.0,,,M,,M,0.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-02-09,470376.0,411944.0,2017.0,2.0,Thursday,9,-3.9,,-11.1,,-7.5,,25.5,,0.0,,,M,,M,0.2,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-10,467393.0,412180.0,2017.0,2.0,Friday,10,-0.2,,-6.7,,-3.5,,21.5,,0.0,,,M,,M,5.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-02-11,426219.0,377869.0,2017.0,2.0,Saturday,11,5.0,,-1.6,,1.7,,16.3,,0.0,,,M,,M,0.0,,7.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-12,423176.0,374514.0,2017.0,2.0,Sunday,12,2.0,,-3.7,,-0.9,,18.9,,0.0,,,M,,M,14.8,,4.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-13,449497.0,400216.0,2017.0,2.0,Monday,13,-0.7,,-3.6,,-2.2,,20.2,,0.0,,,M,,M,0.0,,17.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-14,444890.0,391470.0,2017.0,2.0,Tuesday,14,5.6,,-3.6,,1.0,,17.0,,0.0,,,M,,M,0.0,,15.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-15,449568.0,394878.0,2017.0,2.0,Wednesday,15,3.0,,-5.1,,-1.1,,19.1,,0.0,,,M,,M,0.0,,9.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-16,447916.0,403366.0,2017.0,2.0,Thursday,16,-2.4,,-9.2,,-5.8,,23.8,,0.0,,,M,,M,0.0,,8.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-17,434707.0,390144.0,2017.0,2.0,Friday,17,1.5,,-6.3,,-2.4,,20.4,,0.0,,,M,,M,0.0,,8.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-18,391554.0,329111.0,2017.0,2.0,Saturday,18,13.8,,-0.2,,6.8,,11.2,,0.0,,,M,,M,0.0,,8.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-19,374376.0,316548.0,2017.0,2.0,Sunday,19,13.3,,3.5,,8.4,,9.6,,0.0,,,M,,M,0.0,,2.0,,,M,,M,,,,,,,,,,,,,,,,
2017-02-20,388515.0,333679.0,2017.0,2.0,Monday,20,4.4,,0.5,,2.5,,15.5,,0.0,,,M,,M,0.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-02-21,426484.0,373333.0,2017.0,2.0,Tuesday,21,7.7,,1.7,,4.7,,13.3,,0.0,,,M,,M,2.1,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-22,410076.0,364091.0,2017.0,2.0,Wednesday,22,9.9,,4.8,,7.4,,10.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-23,408798.0,352135.0,2017.0,2.0,Thursday,23,19.1,,5.1,,12.1,,5.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-24,401583.0,365866.0,2017.0,2.0,Friday,24,5.4,,3.0,,4.2,,13.8,,0.0,,,M,,M,2.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-25,402220.0,343538.0,2017.0,2.0,Saturday,25,8.8,,-1.5,,3.7,,14.3,,0.0,,,M,,M,7.5,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-26,404276.0,340988.0,2017.0,2.0,Sunday,26,3.5,,-2.8,,0.4,,17.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-27,418482.0,365212.0,2017.0,2.0,Monday,27,9.9,,2.5,,6.2,,11.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-02-28,414713.0,370418.0,2017.0,2.0,Tuesday,28,10.9,,2.9,,6.9,,11.1,,0.0,,,M,,M,1.8,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-03-01,414720.0,365648.0,2017.0,3.0,Wednesday,1,13.1,,-1.9,,5.6,,12.4,,0.0,,,M,,M,18.4,,,,,M,,M,,,,,,,,,,,,,,,,
2017-03-02,437141.0,386491.0,2017.0,3.0,Thursday,2,-1.3,,-6.4,,-3.9,,21.9,,0.0,,,M,,M,0.2,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-03-03,446371.0,396240.0,2017.0,3.0,Friday,3,-4.3,,-8.1,,-6.2,,24.2,,0.0,,,M,,M,0.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-03-04,428838.0,378929.0,2017.0,3.0,Saturday,4,-6.5,,-11.9,,-9.2,,27.2,,0.0,,,M,,M,0.2,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-03-05,435889.0,366478.0,2017.0,3.0,Sunday,5,-0.4,,-10.6,,-5.5,,23.5,,0.0,,,M,,M,0.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-03-06,450335.0,384551.0,2017.0,3.0,Monday,6,4.9,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2017-03-07,429956.0,369801.0,2017.0,3.0,Tuesday,7,10.9,,6.4,,8.7,,9.3,,0.0,,,M,,M,9.6,,,,,M,,M,,,,,,,,,,,,,,,,
2017-03-08,404350.0,355087.0,2017.0,3.0,Wednesday,8,11.1,,2.4,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-03-09,419650.0,377439.0,2017.0,3.0,Thursday,9,4.4,,-1.1,,1.7,,16.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-03-10,454796.0,387784.0,2017.0,3.0,Friday,10,-0.3,,-9.4,,-4.9,,22.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2017-03-11,447324.0,384550.0,2017.0,3.0,Saturday,11,-5.3,,-12.5,,-8.9,,26.9,,0.0,,,M,,M,0.2,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-03-12,423093.0,373402.0,2017.0,3.0,Sunday,12,-3.8,,-12.5,,-8.2,,26.2,,0.0,,,M,,M,0.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-03-13,461326.0,412340.0,2017.0,3.0,Monday,13,-5.5,,-10.2,,-7.9,,25.9,,0.0,,,M,,M,1.0,,0.0,T,,M,,M,,,,,,,,,,,,,,,,
2017-03-14,464496.0,412620.0,2017.0,3.0,Tuesday,14,-7.0,,-10.2,,-8.6,,26.6,,0.0,,,M,,M,2.7,,3.0,,,M,,M,,,,,,,,,,,,,,,,
