\\Hourly Demand Report,,,
\\Created at 2021-06-20 07:30:14,,,
\\For 2021,,,
Date,Hour,Market Demand,Ontario Demand
2021-04-12,17,17423,15499
2021-04-12,18,17350,15553
2021-04-12,19,17234,15587
2021-04-12,20,17076,15572
2021-04-12,21,16104,14764
2021-04-12,22,15441,13911
2021-04-12,23,15061,13106
2021-04-12,24,14911,12609
2021-04-13,1,14329,12003
2021-04-13,2,13905,11789
2021-04-13,3,13667,11772
2021-04-13,4,14057,11917
2021-04-13,5,14504,12305
2021-04-13,6,15157,13296
2021-04-13,7,15441,14131
2021-04-13,8,16133,14705
2021-04-13,9,15968,14482
2021-04-13,10,16335,14332
2021-04-13,11,16509,14510
2021-04-13,12,16103,14294
2021-04-13,13,15565,13831
2021-04-13,14,15505,13569
2021-04-13,15,15455,13599
2021-04-13,16,15736,13804
2021-04-13,17,16261,14340
2021-04-13,18,16429,14611
2021-04-13,19,16732,14944
2021-04-13,20,16915,15242
2021-04-13,21,16319,14662
2021-04-13,22,15423,13804
2021-04-13,23,14561,12995
2021-04-13,24,14174,12170
2021-04-14,1,13628,11727
2021-04-14,2,13514,11594
2021-04-14,3,13443,11680
2021-04-14,4,13644,11959
2021-04-14,5,14549,12447
2021-04-14,6,15039,13434
2021-04-14,7,15567,14157
2021-04-14,8,15741,14444
2021-04-14,9,15374,14076
2021-04-14,10,14959,13370
2021-04-14,11,14833,13205
2021-04-14,12,15017,13246
2021-04-14,13,14825,13282
2021-04-14,14,14729,13100
2021-04-14,15,14782,13319
2021-04-14,16,15467,13770
2021-04-14,17,16321,14650
2021-04-14,18,16034,14662
2021-04-14,19,16112,14770
2021-04-14,20,16258,14998
2021-04-14,21,15731,14529
2021-04-14,22,15251,13769
2021-04-14,23,14366,13025
2021-04-14,24,14522,12622
2021-04-15,1,14290,12297
2021-04-15,2,14066,12128
2021-04-15,3,13949,12042
2021-04-15,4,13928,12140
2021-04-15,5,14286,12523
2021-04-15,6,14826,13338
2021-04-15,7,15871,14302
2021-04-15,8,16481,14902
2021-04-15,9,16850,15335
2021-04-15,10,17098,15388
2021-04-15,11,17051,15409
2021-04-15,12,17147,15509
2021-04-15,13,16622,15207
2021-04-15,14,16370,14923
2021-04-15,15,16291,14937
2021-04-15,16,16512,15117
2021-04-15,17,17057,15554
2021-04-15,18,16919,15538
2021-04-15,19,17215,15714
2021-04-15,20,17305,15775
2021-04-15,21,16723,15079
2021-04-15,22,15719,14237
2021-04-15,23,14721,13345
2021-04-15,24,14599,12631
2021-04-16,1,13857,12198
2021-04-16,2,13742,11904
2021-04-16,3,13778,11846
2021-04-16,4,13989,12012
2021-04-16,5,14688,12585
2021-04-16,6,15636,13566
2021-04-16,7,15980,14246
2021-04-16,8,16659,14934
2021-04-16,9,17053,15191
2021-04-16,10,17013,15223
2021-04-16,11,16891,15206
2021-04-16,12,17076,15061
2021-04-16,13,17004,15005
2021-04-16,14,16853,14898
2021-04-16,15,16695,14790
2021-04-16,16,16815,15074
2021-04-16,17,17360,15551
2021-04-16,18,17322,15629
2021-04-16,19,17432,15778
2021-04-16,20,17281,15811
2021-04-16,21,16626,15144
2021-04-16,22,15886,14338
2021-04-16,23,14853,13292
2021-04-16,24,14576,12573
2021-04-17,1,13933,12131
2021-04-17,2,13968,11910
2021-04-17,3,13769,11843
2021-04-17,4,14036,11924
2021-04-17,5,14121,12030
2021-04-17,6,14594,12442
2021-04-17,7,14530,12968
2021-04-17,8,15075,13565
2021-04-17,9,15184,13701
2021-04-17,10,15077,13558
2021-04-17,11,15398,13685
2021-04-17,12,15077,13608
2021-04-17,13,14839,13305
2021-04-17,14,14385,13020
2021-04-17,15,14376,12927
2021-04-17,16,14677,13142
2021-04-17,17,15446,13729
2021-04-17,18,15745,14031
2021-04-17,19,15758,14167
2021-04-17,20,15916,14350
2021-04-17,21,15514,13988
2021-04-17,22,14963,13396
2021-04-17,23,14346,12599
2021-04-17,24,13760,12029
2021-04-18,1,13592,11619
2021-04-18,2,13288,11433
2021-04-18,3,13194,11354
2021-04-18,4,13191,11406
2021-04-18,5,13458,11667
2021-04-18,6,13764,11997
2021-04-18,7,13754,12219
2021-04-18,8,14094,12590
2021-04-18,9,14089,12621
2021-04-18,10,14134,12427
2021-04-18,11,14075,12308
2021-04-18,12,14210,12504
2021-04-18,13,13875,12483
2021-04-18,14,14014,12506
2021-04-18,15,14157,12537
2021-04-18,16,14704,13133
2021-04-18,17,15462,13922
2021-04-18,18,15774,14118
2021-04-18,19,15677,14087
2021-04-18,20,15892,14254
2021-04-18,21,15503,13888
2021-04-18,22,14852,13310
2021-04-18,23,14099,12596
2021-04-18,24,13676,11999
2021-04-19,1,13310,11602
2021-04-19,2,13418,11455
2021-04-19,3,13351,11408
2021-04-19,4,13985,11939
2021-04-19,5,14246,12248
2021-04-19,6,14936,13331
2021-04-19,7,15404,14010
2021-04-19,8,15979,14199
2021-04-19,9,15724,13998
2021-04-19,10,15191,13435
2021-04-19,11,15353,13289
2021-04-19,12,15516,13340
2021-04-19,13,15777,13349
2021-04-19,14,15880,13487
2021-04-19,15,16068,13519
2021-04-19,16,16686,14051
2021-04-19,17,17141,14793
2021-04-19,18,17154,14947
2021-04-19,19,17085,15059
2021-04-19,20,17244,15302
2021-04-19,21,16635,14837
2021-04-19,22,15915,13955
2021-04-19,23,15194,12926
2021-04-19,24,14817,12474
2021-04-20,1,14282,12131
2021-04-20,2,13735,11847
2021-04-20,3,13749,11819
2021-04-20,4,13985,11970
2021-04-20,5,14361,12394
2021-04-20,6,15619,13514
2021-04-20,7,16279,14438
2021-04-20,8,16980,15156
2021-04-20,9,16620,14851
2021-04-20,10,16698,14961
2021-04-20,11,16968,15173
2021-04-20,12,17230,15307
2021-04-20,13,17150,15230
2021-04-20,14,16880,15044
2021-04-20,15,17156,15391
2021-04-20,16,17388,15983
2021-04-20,17,17976,16592
2021-04-20,18,18074,16644
2021-04-20,19,17522,16320
2021-04-20,20,17632,16330
2021-04-20,21,17060,15670
2021-04-20,22,16097,14755
2021-04-20,23,15459,13860
2021-04-20,24,14888,13349
2021-04-21,1,14905,12977
2021-04-21,2,14918,12867
2021-04-21,3,15000,12837
2021-04-21,4,15135,12998
2021-04-21,5,15453,13554
2021-04-21,6,15921,14520
2021-04-21,7,16439,15262
2021-04-21,8,17327,16031
2021-04-21,9,17399,16162
2021-04-21,10,17682,16132
2021-04-21,11,17629,16008
2021-04-21,12,17215,15769
2021-04-21,13,16881,15377
2021-04-21,14,16347,15078
2021-04-21,15,16298,14889
2021-04-21,16,16879,15151
2021-04-21,17,17817,15973
2021-04-21,18,17688,16017
2021-04-21,19,17741,16229
2021-04-21,20,17781,16552
2021-04-21,21,17534,16173
2021-04-21,22,16843,15212
2021-04-21,23,15761,14292
2021-04-21,24,15338,13672
2021-04-22,1,15098,13156
2021-04-22,2,14919,12909
2021-04-22,3,14758,12875
2021-04-22,4,15277,12967
2021-04-22,5,15376,13309
2021-04-22,6,15890,14304
2021-04-22,7,16712,15203
2021-04-22,8,17185,15806
2021-04-22,9,17089,15442
2021-04-22,10,16429,14747
2021-04-22,11,16888,14997
2021-04-22,12,16958,14968
2021-04-22,13,16946,14765
2021-04-22,14,16473,14460
2021-04-22,15,16754,14615
2021-04-22,16,16914,14899
2021-04-22,17,17639,15551
2021-04-22,18,17511,15444
2021-04-22,19,17624,15836
2021-04-22,20,18125,16401
2021-04-22,21,16594,15842
2021-04-22,22,16193,14745
2021-04-22,23,15133,13879
2021-04-22,24,14866,13227
2021-04-23,1,14892,12810
2021-04-23,2,14733,12619
2021-04-23,3,14768,12560
2021-04-23,4,14962,12718
2021-04-23,5,15254,13230
2021-04-23,6,15945,14334
2021-04-23,7,16290,14608
2021-04-23,8,16103,14478
2021-04-23,9,15840,14035
2021-04-23,10,15680,13645
2021-04-23,11,15841,13484
2021-04-23,12,15983,13508
2021-04-23,13,15496,13047
2021-04-23,14,15044,12713
2021-04-23,15,15019,12578
2021-04-23,16,15456,12927
2021-04-23,17,16032,13593
2021-04-23,18,16218,14002
2021-04-23,19,16479,14340
2021-04-23,20,16627,14566
2021-04-23,21,16079,14443
2021-04-23,22,15365,13526
2021-04-23,23,15105,12797
2021-04-23,24,14546,12068
2021-04-24,1,14112,11715
2021-04-24,2,14041,11560
2021-04-24,3,13770,11473
2021-04-24,4,13870,11689
2021-04-24,5,14048,11837
2021-04-24,6,14078,12164
2021-04-24,7,14316,12550
2021-04-24,8,14353,12699
2021-04-24,9,14425,12748
2021-04-24,10,14371,12518
2021-04-24,11,14234,12330
2021-04-24,12,14243,12424
2021-04-24,13,14212,12379
2021-04-24,14,14231,12444
2021-04-24,15,14325,12581
2021-04-24,16,14868,13092
2021-04-24,17,15093,13548
2021-04-24,18,15457,13909
2021-04-24,19,15544,13981
2021-04-24,20,15532,13863
2021-04-24,21,15113,13687
2021-04-24,22,14862,13091
2021-04-24,23,14341,12345
2021-04-24,24,13866,11747
2021-04-25,1,13519,11312
2021-04-25,2,13530,11112
2021-04-25,3,13235,10954
2021-04-25,4,13450,11063
2021-04-25,5,13486,11221
2021-04-25,6,13615,11362
2021-04-25,7,14262,11720
2021-04-25,8,14921,12267
2021-04-25,9,15464,12726
2021-04-25,10,15774,13010
2021-04-25,11,16060,13131
2021-04-25,12,16049,13088
2021-04-25,13,15763,12785
2021-04-25,14,15690,12665
2021-04-25,15,15703,12831
2021-04-25,16,15897,13193
2021-04-25,17,16305,13856
2021-04-25,18,16369,14243
2021-04-25,19,16645,14474
2021-04-25,20,16761,14929
2021-04-25,21,16253,14655
2021-04-25,22,15833,14191
2021-04-25,23,15193,13306
2021-04-25,24,14431,12584
2021-04-26,1,14444,12368
2021-04-26,2,14310,12274
2021-04-26,3,14359,12318
2021-04-26,4,14400,12546
2021-04-26,5,15100,13126
2021-04-26,6,15347,13767
2021-04-26,7,16173,14556
2021-04-26,8,16214,14805
2021-04-26,9,16068,14552
2021-04-26,10,15561,13997
2021-04-26,11,15890,13941
2021-04-26,12,15989,14185
2021-04-26,13,15998,13903
2021-04-26,14,15724,13634
2021-04-26,15,15631,13753
2021-04-26,16,15892,14134
2021-04-26,17,16612,14880
2021-04-26,18,16826,15113
2021-04-26,19,16868,15274
2021-04-26,20,16976,15368
2021-04-26,21,16626,14908
2021-04-26,22,16078,14196
2021-04-26,23,15605,13334
2021-04-26,24,15496,12761
2021-04-27,1,15196,12417
2021-04-27,2,15004,12055
2021-04-27,3,14823,11882
2021-04-27,4,14887,12011
2021-04-27,5,15519,12674
2021-04-27,6,15862,13575
2021-04-27,7,16647,14416
2021-04-27,8,16867,14856
2021-04-27,9,16588,14836
2021-04-27,10,16208,14501
2021-04-27,11,16159,14107
2021-04-27,12,15639,13806
2021-04-27,13,15214,13439
2021-04-27,14,14911,13315
2021-04-27,15,15031,13415
2021-04-27,16,15310,13792
2021-04-27,17,16082,14464
2021-04-27,18,16347,14812
2021-04-27,19,16734,15116
2021-04-27,20,16943,15202
2021-04-27,21,16217,14643
2021-04-27,22,15270,13761
2021-04-27,23,14846,12750
2021-04-27,24,14925,12202
2021-04-28,1,14483,11939
2021-04-28,2,14135,11673
2021-04-28,3,13929,11553
2021-04-28,4,14194,11642
2021-04-28,5,14584,12131
2021-04-28,6,15026,12954
2021-04-28,7,15246,13527
2021-04-28,8,15846,14095
2021-04-28,9,16332,14509
2021-04-28,10,16640,14725
2021-04-28,11,17010,15228
2021-04-28,12,16956,15453
2021-04-28,13,16453,14927
2021-04-28,14,15682,14274
2021-04-28,15,15577,14189
2021-04-28,16,15931,14526
2021-04-28,17,16726,15121
2021-04-28,18,16991,15250
2021-04-28,19,16726,15187
2021-04-28,20,16674,15263
2021-04-28,21,16209,14762
2021-04-28,22,15451,13893
2021-04-28,23,14856,13046
2021-04-28,24,14204,12369
2021-04-29,1,13914,12047
2021-04-29,2,13908,11882
2021-04-29,3,13886,11819
2021-04-29,4,14065,11917
2021-04-29,5,14250,12376
2021-04-29,6,14692,13265
2021-04-29,7,15355,13992
2021-04-29,8,16530,14984
2021-04-29,9,16459,15048
2021-04-29,10,16548,15225
2021-04-29,11,16819,15501
2021-04-29,12,16699,15381
2021-04-29,13,16549,15189
2021-04-29,14,16426,15081
2021-04-29,15,16523,15149
2021-04-29,16,16688,15310
2021-04-29,17,16821,15483
2021-04-29,18,16828,15474
2021-04-29,19,16768,15488
2021-04-29,20,16689,15405
2021-04-29,21,16084,14677
2021-04-29,22,15275,13778
2021-04-29,23,14757,12796
2021-04-29,24,14353,12116
2021-04-30,1,13819,11757
2021-04-30,2,13380,11545
2021-04-30,3,13227,11429
2021-04-30,4,13792,11545
2021-04-30,5,13781,11880
2021-04-30,6,15193,12775
2021-04-30,7,16034,13724
2021-04-30,8,16700,14381
2021-04-30,9,16869,14401
2021-04-30,10,16798,14400
2021-04-30,11,16940,14495
2021-04-30,12,16840,14463
2021-04-30,13,16499,14041
2021-04-30,14,16156,13740
2021-04-30,15,16595,13923
2021-04-30,16,16978,14150
2021-04-30,17,17115,14344
2021-04-30,18,16938,14421
2021-04-30,19,17274,14544
2021-04-30,20,17217,14919
2021-04-30,21,16806,14659
2021-04-30,22,16371,13920
2021-04-30,23,15810,13149
2021-04-30,24,14813,12501
2021-05-01,1,14622,12208
2021-05-01,2,14450,11992
2021-05-01,3,14320,11942
2021-05-01,4,14404,12073
2021-05-01,5,14359,12319
2021-05-01,6,14396,12559
2021-05-01,7,14536,12933
2021-05-01,8,14721,12915
2021-05-01,9,15064,12818
2021-05-01,10,15269,12624
2021-05-01,11,15290,12724
2021-05-01,12,15148,12591
2021-05-01,13,14839,12354
2021-05-01,14,14444,12132
2021-05-01,15,14275,11989
2021-05-01,16,15021,12669
2021-05-01,17,16245,13696
2021-05-01,18,16637,14121
2021-05-01,19,16902,14251
2021-05-01,20,16895,14137
2021-05-01,21,16168,13584
2021-05-01,22,15908,13095
2021-05-01,23,15096,12324
2021-05-01,24,14051,11693
2021-05-02,1,13718,11324
2021-05-02,2,13572,11049
2021-05-02,3,13283,11122
2021-05-02,4,13261,11050
2021-05-02,5,13253,11212
2021-05-02,6,13414,11218
2021-05-02,7,13556,11541
2021-05-02,8,14446,12217
2021-05-02,9,14929,12826
2021-05-02,10,15017,12917
2021-05-02,11,15032,13005
2021-05-02,12,15211,13002
2021-05-02,13,14883,12575
2021-05-02,14,14576,12264
2021-05-02,15,14908,12364
2021-05-02,16,15187,12724
2021-05-02,17,15563,13486
2021-05-02,18,15621,13745
2021-05-02,19,15608,13759
2021-05-02,20,16199,14017
2021-05-02,21,16025,13641
2021-05-02,22,15862,13087
2021-05-02,23,14768,12266
2021-05-02,24,14219,11678
2021-05-03,1,13759,11260
2021-05-03,2,13770,11044
2021-05-03,3,13604,10984
2021-05-03,4,13954,11081
2021-05-03,5,14406,11668
2021-05-03,6,14432,12577
2021-05-03,7,15187,13495
2021-05-03,8,16158,14463
2021-05-03,9,16740,14804
2021-05-03,10,16723,14826
2021-05-03,11,16504,14962
2021-05-03,12,16910,15299
2021-05-03,13,16788,14982
2021-05-03,14,16386,14802
2021-05-03,15,16372,14982
2021-05-03,16,16580,15354
2021-05-03,17,17164,15882
2021-05-03,18,16920,15646
2021-05-03,19,16695,15406
2021-05-03,20,16568,15379
2021-05-03,21,15841,14511
2021-05-03,22,15084,13817
2021-05-03,23,14650,12947
2021-05-03,24,14798,12440
2021-05-04,1,14183,11962
2021-05-04,2,14072,11935
2021-05-04,3,14039,11829
2021-05-04,4,13726,11870
2021-05-04,5,14030,12183
2021-05-04,6,14442,12984
2021-05-04,7,15386,14002
2021-05-04,8,16340,14786
2021-05-04,9,16709,15057
2021-05-04,10,16890,15131
2021-05-04,11,17143,15196
2021-05-04,12,16879,15149
2021-05-04,13,16837,15136
2021-05-04,14,16778,15053
2021-05-04,15,16499,14754
2021-05-04,16,16604,15084
2021-05-04,17,16975,15544
2021-05-04,18,16563,15031
2021-05-04,19,16326,14692
2021-05-04,20,16581,15091
2021-05-04,21,16126,14593
2021-05-04,22,15542,13788
2021-05-04,23,14920,12981
2021-05-04,24,14525,12381
2021-05-05,1,14128,12023
2021-05-05,2,13824,11780
2021-05-05,3,14168,11726
2021-05-05,4,14036,11784
2021-05-05,5,14595,12254
2021-05-05,6,15076,13105
2021-05-05,7,15553,13958
2021-05-05,8,16427,14617
2021-05-05,9,16936,14846
2021-05-05,10,16659,14739
2021-05-05,11,16783,14743
2021-05-05,12,16715,14707
2021-05-05,13,16267,14492
2021-05-05,14,15689,14202
2021-05-05,15,15880,14204
2021-05-05,16,16156,14460
2021-05-05,17,16543,14852
2021-05-05,18,16433,14961
2021-05-05,19,16512,15135
2021-05-05,20,16928,15450
2021-05-05,21,16594,15132
2021-05-05,22,15706,14244
2021-05-05,23,14577,13294
2021-05-05,24,14518,12563
2021-05-06,1,14059,12223
2021-05-06,2,13876,11999
2021-05-06,3,13739,11960
2021-05-06,4,13946,12228
2021-05-06,5,14521,12729
2021-05-06,6,15057,13579
2021-05-06,7,15575,14100
2021-05-06,8,15593,14088
2021-05-06,9,15473,13836
2021-05-06,10,15263,13601
2021-05-06,11,15263,13572
2021-05-06,12,15356,13651
2021-05-06,13,15159,13534
2021-05-06,14,15136,13403
2021-05-06,15,15275,13414
2021-05-06,16,15668,13774
2021-05-06,17,15992,14299
2021-05-06,18,16270,14665
2021-05-06,19,16303,14974
2021-05-06,20,16652,15135
2021-05-06,21,16344,14700
2021-05-06,22,15846,14120
2021-05-06,23,14823,13219
2021-05-06,24,13909,12449
2021-05-07,1,13973,12101
2021-05-07,2,14053,11980
2021-05-07,3,14081,11970
2021-05-07,4,14243,12081
2021-05-07,5,14630,12506
2021-05-07,6,15067,13400
2021-05-07,7,15492,14056
2021-05-07,8,15827,14474
2021-05-07,9,15973,14609
2021-05-07,10,15820,14251
2021-05-07,11,15670,14126
2021-05-07,12,15720,14249
2021-05-07,13,15693,14206
2021-05-07,14,15389,13841
2021-05-07,15,15219,13648
2021-05-07,16,15480,13970
2021-05-07,17,15688,14370
2021-05-07,18,15794,14351
2021-05-07,19,15872,14467
2021-05-07,20,16087,14776
2021-05-07,21,15894,14478
2021-05-07,22,15519,13819
2021-05-07,23,14554,13041
2021-05-07,24,14424,12346
2021-05-08,1,13894,11794
2021-05-08,2,13371,11441
2021-05-08,3,13315,11333
2021-05-08,4,13503,11521
2021-05-08,5,13536,11524
2021-05-08,6,13586,11749
2021-05-08,7,13982,12206
2021-05-08,8,14459,12570
2021-05-08,9,14634,12679
2021-05-08,10,14717,12704
2021-05-08,11,14906,12780
2021-05-08,12,15223,13139
2021-05-08,13,15058,12951
2021-05-08,14,14568,12621
2021-05-08,15,14478,12634
2021-05-08,16,14770,12888
2021-05-08,17,15013,13460
2021-05-08,18,15234,13792
2021-05-08,19,15159,13820
2021-05-08,20,15509,14055
2021-05-08,21,15352,13953
2021-05-08,22,14707,13403
2021-05-08,23,14356,12742
2021-05-08,24,13486,12155
2021-05-09,1,13061,11715
2021-05-09,2,12761,11307
2021-05-09,3,12769,11284
2021-05-09,4,12812,11300
2021-05-09,5,12833,11407
2021-05-09,6,12832,11425
2021-05-09,7,12999,11618
2021-05-09,8,13285,11852
2021-05-09,9,13660,12071
2021-05-09,10,13673,12040
2021-05-09,11,13687,12122
2021-05-09,12,14093,12522
2021-05-09,13,14167,12531
2021-05-09,14,13900,12370
2021-05-09,15,13670,12557
2021-05-09,16,14351,12970
2021-05-09,17,14730,13341
2021-05-09,18,14801,13387
2021-05-09,19,15050,13629
2021-05-09,20,15907,14203
2021-05-09,21,15599,14042
2021-05-09,22,14752,13387
2021-05-09,23,14107,12614
2021-05-09,24,13418,11880
2021-05-10,1,13249,11545
2021-05-10,2,13324,11523
2021-05-10,3,13505,11630
2021-05-10,4,13764,11850
2021-05-10,5,14300,12388
2021-05-10,6,14976,13196
2021-05-10,7,15678,13997
2021-05-10,8,16066,14199
2021-05-10,9,15302,13661
2021-05-10,10,15258,13460
2021-05-10,11,15450,13522
2021-05-10,12,15798,13858
2021-05-10,13,15728,13785
2021-05-10,14,15540,13590
2021-05-10,15,15185,13473
2021-05-10,16,15418,13611
2021-05-10,17,15985,14186
2021-05-10,18,15992,14296
2021-05-10,19,16285,14556
2021-05-10,20,16331,14962
2021-05-10,21,16115,14703
2021-05-10,22,15702,14081
2021-05-10,23,14813,13117
2021-05-10,24,13821,12444
2021-05-11,1,13644,11935
2021-05-11,2,13341,11697
2021-05-11,3,13381,11631
2021-05-11,4,13545,11731
2021-05-11,5,14086,12362
2021-05-11,6,14863,13152
2021-05-11,7,15449,13871
2021-05-11,8,15799,14197
2021-05-11,9,15863,14241
2021-05-11,10,15943,14112
2021-05-11,11,16027,14099
2021-05-11,12,15914,14060
2021-05-11,13,15621,13858
2021-05-11,14,15664,13714
2021-05-11,15,15859,13791
2021-05-11,16,16124,14209
2021-05-11,17,16756,15024
2021-05-11,18,16749,15179
2021-05-11,19,16656,15358
2021-05-11,20,16977,15567
2021-05-11,21,16310,14982
2021-05-11,22,15653,14295
2021-05-11,23,14908,13287
2021-05-11,24,14559,12678
2021-05-12,1,14130,12327
2021-05-12,2,13782,11955
2021-05-12,3,13639,11854
2021-05-12,4,13575,11862
2021-05-12,5,14003,12289
2021-05-12,6,14775,13096
2021-05-12,7,15471,13776
2021-05-12,8,15765,14012
2021-05-12,9,15176,13499
2021-05-12,10,14932,13114
2021-05-12,11,15131,13117
2021-05-12,12,15337,13168
2021-05-12,13,15130,13041
2021-05-12,14,15016,12951
2021-05-12,15,14678,12685
2021-05-12,16,14621,12870
2021-05-12,17,15462,13508
2021-05-12,18,15819,13866
2021-05-12,19,16006,14145
2021-05-12,20,16231,14522
2021-05-12,21,16077,14497
2021-05-12,22,15579,13907
2021-05-12,23,14633,12834
2021-05-12,24,13707,11864
2021-05-13,1,13486,11634
2021-05-13,2,13407,11470
2021-05-13,3,13496,11384
2021-05-13,4,13623,11639
2021-05-13,5,13659,11957
2021-05-13,6,14690,12885
2021-05-13,7,15375,13629
2021-05-13,8,15711,14006
2021-05-13,9,15427,13691
2021-05-13,10,15192,13289
2021-05-13,11,14922,13224
2021-05-13,12,14911,13326
2021-05-13,13,15051,13271
2021-05-13,14,14758,13125
2021-05-13,15,14824,13193
2021-05-13,16,15267,13631
2021-05-13,17,15655,13980
2021-05-13,18,15981,14174
2021-05-13,19,16378,14351
2021-05-13,20,16321,14525
2021-05-13,21,16365,14546
2021-05-13,22,15415,13768
2021-05-13,23,14593,12812
2021-05-13,24,13983,12068
2021-05-14,1,13608,11714
2021-05-14,2,13274,11481
2021-05-14,3,13384,11398
2021-05-14,4,13306,11507
2021-05-14,5,13943,11953
2021-05-14,6,14398,12699
2021-05-14,7,15104,13360
2021-05-14,8,15226,13582
2021-05-14,9,15338,13593
2021-05-14,10,14988,13212
2021-05-14,11,15225,13263
2021-05-14,12,15103,13359
2021-05-14,13,15044,13221
2021-05-14,14,14943,12904
2021-05-14,15,14604,12763
2021-05-14,16,14842,13108
2021-05-14,17,15052,13489
2021-05-14,18,15264,13817
2021-05-14,19,15481,14039
2021-05-14,20,15614,14290
2021-05-14,21,15594,14159
2021-05-14,22,14999,13523
2021-05-14,23,14421,12657
2021-05-14,24,13888,11880
2021-05-15,1,13548,11412
2021-05-15,2,13101,11132
2021-05-15,3,12907,10916
2021-05-15,4,13020,10906
2021-05-15,5,13181,11159
2021-05-15,6,13174,11270
2021-05-15,7,13408,11715
2021-05-15,8,13929,12189
2021-05-15,9,14267,12341
2021-05-15,10,14243,12229
2021-05-15,11,14325,12283
2021-05-15,12,14383,12340
2021-05-15,13,14193,12329
2021-05-15,14,14199,12198
2021-05-15,15,14289,12200
2021-05-15,16,14348,12443
2021-05-15,17,15103,13165
2021-05-15,18,15384,13500
2021-05-15,19,15471,13522
2021-05-15,20,15554,13630
2021-05-15,21,15443,13720
2021-05-15,22,14813,13127
2021-05-15,23,14193,12291
2021-05-15,24,13578,11711
2021-05-16,1,13085,11215
2021-05-16,2,12871,10949
2021-05-16,3,12624,10782
2021-05-16,4,12663,10821
2021-05-16,5,12903,11010
2021-05-16,6,12746,11007
2021-05-16,7,12713,11250
2021-05-16,8,13399,11623
2021-05-16,9,13724,11964
2021-05-16,10,13948,12160
2021-05-16,11,14060,12314
2021-05-16,12,14089,12375
2021-05-16,13,14017,12417
2021-05-16,14,13967,12238
2021-05-16,15,14127,12226
2021-05-16,16,14274,12619
2021-05-16,17,15078,13502
2021-05-16,18,15627,13949
2021-05-16,19,15373,14014
2021-05-16,20,15361,14098
2021-05-16,21,15448,14092
2021-05-16,22,15027,13431
2021-05-16,23,14662,12640
2021-05-16,24,13994,11990
2021-05-17,1,13187,11474
2021-05-17,2,13302,11324
2021-05-17,3,12754,11171
2021-05-17,4,12920,11342
2021-05-17,5,13544,11842
2021-05-17,6,14172,12571
2021-05-17,7,14751,13168
2021-05-17,8,15566,13894
2021-05-17,9,15575,13907
2021-05-17,10,15498,13704
2021-05-17,11,15497,13780
2021-05-17,12,15872,13986
2021-05-17,13,15951,13997
2021-05-17,14,16083,13952
2021-05-17,15,16064,14048
2021-05-17,16,16198,14393
2021-05-17,17,16512,15119
2021-05-17,18,16959,15334
2021-05-17,19,17092,15373
2021-05-17,20,16757,15216
2021-05-17,21,16416,14956
2021-05-17,22,15599,13981
2021-05-17,23,14568,12906
2021-05-17,24,13998,12179
2021-05-18,1,13384,11819
2021-05-18,2,13057,11475
2021-05-18,3,12889,11350
2021-05-18,4,13006,11415
2021-05-18,5,13060,11764
2021-05-18,6,13853,12259
2021-05-18,7,14504,13036
2021-05-18,8,14875,13512
2021-05-18,9,15314,13835
2021-05-18,10,15657,13981
2021-05-18,11,15941,14237
2021-05-18,12,16269,14370
2021-05-18,13,16342,14424
2021-05-18,14,15889,14497
2021-05-18,15,16026,14682
2021-05-18,16,16416,15124
2021-05-18,17,17582,16029
2021-05-18,18,17684,16194
2021-05-18,19,17651,16148
2021-05-18,20,17396,16066
2021-05-18,21,17120,15806
2021-05-18,22,16112,14801
2021-05-18,23,15101,13604
2021-05-18,24,14408,12724
2021-05-19,1,13912,12239
2021-05-19,2,13790,11864
2021-05-19,3,13675,11673
2021-05-19,4,13726,11706
2021-05-19,5,14113,12050
2021-05-19,6,14710,12707
2021-05-19,7,15542,13486
2021-05-19,8,16301,14292
2021-05-19,9,16553,14551
2021-05-19,10,16627,14768
2021-05-19,11,16784,15102
2021-05-19,12,17041,15572
2021-05-19,13,17186,15733
2021-05-19,14,17565,15921
2021-05-19,15,18054,16398
2021-05-19,16,18582,16947
2021-05-19,17,18984,17332
2021-05-19,18,18462,17277
2021-05-19,19,17893,16862
2021-05-19,20,17649,16623
2021-05-19,21,17540,16440
2021-05-19,22,16725,15281
2021-05-19,23,15950,14103
2021-05-19,24,15225,13084
2021-05-20,1,14846,12613
2021-05-20,2,14614,12299
2021-05-20,3,14233,12040
2021-05-20,4,14275,12029
2021-05-20,5,14650,12406
2021-05-20,6,14725,13063
2021-05-20,7,15640,13886
2021-05-20,8,16597,14873
2021-05-20,9,17027,15263
2021-05-20,10,17214,15506
2021-05-20,11,17261,15796
2021-05-20,12,17611,16244
2021-05-20,13,18126,16587
2021-05-20,14,18729,17080
2021-05-20,15,18930,17584
2021-05-20,16,19284,17904
2021-05-20,17,20005,18523
2021-05-20,18,20182,18622
2021-05-20,19,20123,18425
2021-05-20,20,19661,17969
2021-05-20,21,19279,17538
2021-05-20,22,18171,16456
2021-05-20,23,16879,14975
2021-05-20,24,15790,13803
2021-05-21,1,15443,13207
2021-05-21,2,14568,12464
2021-05-21,3,14355,12023
2021-05-21,4,13963,11939
2021-05-21,5,14303,12161
2021-05-21,6,14570,12837
2021-05-21,7,15625,13751
2021-05-21,8,16461,14773
